CourseTitle ,Term ,Faculty ,CourseSection ,Area ,Campus ,Meeting Pattern ,Class ,InstructorOverall ,Learning ,Difficulty ,Global ,Examples ,Workload ,Total Responses ,Number of enrollees
Marketing Strategy ,Spring 2018 ,"Calkins, Timothy" ,MKTGX-466-0 (114) ,MKTGX ,Evanston ,TBA  ,5.7 ,5.8 ,5.7 ,5.8 ,5.7 ,5.8 ,3.2 ,43 ,77
Marketing Analytics: Leading with Big Data ,Spring 2018 ,"Anderson, Eric" ,MKTGX-950-0 (111) ,MKTGX ,Off Campus ,TBA  ,5.7 ,5.8 ,5.8 ,5.8 ,5.7 ,5.8 ,3.8 ,12 ,49
Research in Economics ,Spring 2018 ,"Bianchi, Nicola" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Dranove, David" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Egorov, Georgy" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Jones, Benjamin" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Klibanoff, Peter" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Martin, Daniel" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Matouschek, Niko" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Morjaria, Ameet" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Persico, Nicola" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Spulber, Daniel" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Research in Economics ,Spring 2018 ,"Starc, Amanda" ,MECS-560-3 (21) ,MECS ,Evanston ,Mon 1:00PM - 4:00PM ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,5.7 ,1.0 ,3 ,14
Executive Perspectives on Leadership ,Spring 2018 ,"Kraemer, Harry" ,STRTX-920-0 (109) ,STRTX ,Off Campus ,TBA  ,5.7 ,5.7 ,5.7 ,5.3 ,5.7 ,5.7 ,2.3 ,20 ,51
Asset Management Practicum IV ,Spring 2018 ,"Braun, Phillip" ,FINC-459-0 (80) ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,5.7 ,5.4 ,5.4 ,5.6 ,5.3 ,5.4 ,3.0 ,7 ,12
Personal Leadership Insights ,Spring 2018 ,"Corona, Paul" ,KACI-461-5 (63) ,KACI ,Evanston ,Fri 10:30AM - 12:00PM ,5.6 ,6.0 ,5.3 ,5.9 ,4.8 ,5.7 ,2.4 ,7 ,12
New Venture Development ,Spring 2018 ,"Desai, Rick" ,KIEI-464-0 (80) ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,5.6 ,5.9 ,5.6 ,5.5 ,4.5 ,5.5 ,4.6 ,29 ,31
Ethics and Leadership ,Spring 2018 ,"Waytz, Adam" ,KPPI-460-0 (70) ,KPPI ,Chicago ,Tue 6:00PM - 9:00PM ,5.6 ,5.8 ,5.6 ,5.1 ,5.7 ,5.7 ,2.4 ,30 ,42
Personal Leadership Insights ,Spring 2018 ,"Vuckovic, Brooke" ,KACI-461-5 (62) ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,5.6 ,5.8 ,5.4 ,5.5 ,4.8 ,5.3 ,2.6 ,11 ,12
Strategic Financial Management ,Spring 2018 ,"Petersen, Mitchell" ,FINCX-442-0 (110) ,FINCX ,Evanston ,TBA  ,5.6 ,5.8 ,5.9 ,5.9 ,5.6 ,5.8 ,4.5 ,29 ,55
Strategic Financial Management ,Spring 2018 ,"Petersen, Mitchell" ,FINCX-442-0 (111) ,FINCX ,Off Campus ,TBA  ,5.6 ,5.8 ,5.8 ,5.8 ,5.6 ,6.0 ,4.6 ,5 ,40
Financial Modeling for Leveraged Buyout Transactions ,Spring 2018 ,"Saraiya, Chirag" ,FINC-940-5 (81) ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,5.6 ,5.8 ,5.7 ,5.4 ,4.8 ,5.2 ,3.0 ,45 ,54
Managerial Economics ,Spring 2018 ,"Schummer, James" ,MECNX-430-0 (114) ,MECNX ,Evanston ,TBA  ,5.6 ,5.8 ,5.8 ,5.9 ,5.5 ,5.8 ,3.8 ,24 ,77
Advertising Strategy ,Spring 2018 ,"Rucker, Derek" ,MKTG-454-0 (62) ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.6 ,5.8 ,5.8 ,5.3 ,5.3 ,5.7 ,2.9 ,55 ,63
Marketing Strategy for Growth and Defense ,Spring 2018 ,"Hennessy, Julie" ,MKTG-466-0 (80) ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,5.6 ,5.8 ,5.4 ,5.4 ,4.9 ,5.7 ,3.3 ,51 ,63
The Rookie General Manager ,Spring 2018 ,"White, William" ,OPNS-925-5 (62) ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.6 ,5.8 ,5.6 ,5.4 ,5.2 ,5.5 ,3.0 ,60 ,65
Business Strategy ,Spring 2018 ,"Starc, Amanda" ,STRT-431-0 (76) ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,5.6 ,5.7 ,5.7 ,5.8 ,5.6 ,5.6 ,3.4 ,42 ,46
Microeconomic Analysis ,Spring 2018 ,"Dale, Donald" ,MECN-430-0 (76) ,MECN ,Chicago ,Sat 9:00AM - 12:00PM ,5.6 ,5.7 ,5.7 ,5.3 ,5.5 ,5.7 ,3.0 ,35 ,44
Personal Leadership Insights ,Spring 2018 ,"Ellington Booth, Brenda" ,KACI-461-5 (64) ,KACI ,Evanston ,Mon 1:30PM - 3:00PM ,5.6 ,5.7 ,5.3 ,5.1 ,4.7 ,5.1 ,2.2 ,10 ,12
Law and the Corporate Manager ,Spring 2018 ,"McCareins, Mark" ,BLAWX-440-0 (111) ,BLAWX ,Off Campus ,TBA  ,5.6 ,5.6 ,5.8 ,5.6 ,5.2 ,5.8 ,3.2 ,9 ,48
Executive Perspectives on Leadership ,Spring 2018 ,"Kraemer, Harry" ,STRTX-920-0 (108) ,STRTX ,Evanston ,TBA  ,5.6 ,5.6 ,5.8 ,5.3 ,5.5 ,5.5 ,2.4 ,8 ,68
Social Processes in Organizations ,Spring 2018 ,"Smith, Edward (Ned)" ,MORS-524-2 (21) ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,5.5 ,6.0 ,6.0 ,6.0 ,5.5 ,5.5 ,4.5 ,2 ,4
Operations Management ,Spring 2018 ,"Bassamboo, Achal" ,OPNS-430-0 (62) ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.5 ,5.9 ,5.7 ,5.6 ,5.0 ,5.5 ,2.8 ,55 ,65
Economics of Competition ,Spring 2018 ,"Baliga, Sandeep" ,MECNX-441-0 (115) ,MECNX ,Off Campus ,TBA  ,5.5 ,5.8 ,5.6 ,5.9 ,5.7 ,5.8 ,3.5 ,16 ,57
Strategic Decisions in Operations ,Spring 2018 ,"Chopra, Sunil" ,OPNSX-454-0 (111) ,OPNSX ,Off Campus ,TBA  ,5.5 ,5.7 ,5.6 ,5.6 ,5.5 ,5.6 ,3.8 ,14 ,51
Negotiations Fundamentals ,Spring 2018 ,"Finkel, Eli" ,MORS-472-5 (62) ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,5.5 ,5.7 ,5.8 ,5.4 ,4.5 ,5.3 ,2.6 ,34 ,36
Negotiations Fundamentals ,Spring 2018 ,"Finkel, Eli" ,MORS-472-5 (80) ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,5.5 ,5.7 ,5.7 ,5.4 ,4.5 ,5.5 ,2.8 ,31 ,35
Negotiations Fundamentals ,Spring 2018 ,"Finkel, Eli" ,MORS-472-5 (89) ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,5.5 ,5.6 ,5.7 ,5.6 ,5.0 ,5.3 ,2.8 ,24 ,36
Foundations for Strategy Formulation ,Spring 2018 ,"Swinkels, Jeroen" ,STRTX-431-0 (112) ,STRTX ,Evanston ,TBA  ,5.5 ,5.6 ,5.7 ,5.7 ,5.7 ,5.7 ,4.4 ,27 ,73
Persuasive Presentations ,Spring 2018 ,"Van Camp, Karen" ,KACI-450-0 (71) ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,5.5 ,5.6 ,5.6 ,5.4 ,4.8 ,5.1 ,2.3 ,25 ,34
Negotiations Fundamentals ,Spring 2018 ,"Cohn, Lynn" ,MORS-472-5 (70) ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,5.5 ,5.5 ,5.6 ,5.5 ,4.8 ,5.2 ,2.2 ,24 ,32
Managerial Economics ,Spring 2018 ,"Schummer, James" ,MECNX-430-0 (115) ,MECNX ,Off Campus ,TBA  ,5.4 ,5.7 ,5.5 ,5.6 ,5.3 ,5.5 ,3.8 ,27 ,57
Global Initiatives in Management (GIM) ,Spring 2018 ,"Ramesh, Sampath" ,INTLM-473-0 (2) ,INTLM ,Chicago ,Tue/Thu 1:00PM - 4:00PM ,5.4 ,5.7 ,5.4 ,5.2 ,5.9 ,5.7 ,2.4 ,25 ,27
Personal Leadership Insights ,Spring 2018 ,"Murnane, Kevin" ,KACI-461-5 (91) ,KACI ,Evanston ,Tue 6:30PM - 8:00PM ,5.4 ,5.7 ,5.4 ,5.1 ,5.1 ,5.2 ,2.3 ,9 ,12
Visualization for Persuasion ,Spring 2018 ,"Franconeri, Steven" ,KACI-925-5 (81) ,KACI ,Evanston ,Thu 6:30PM - 9:30PM ,5.4 ,5.7 ,5.6 ,5.3 ,4.6 ,5.3 ,3.5 ,53 ,68
Selling Yourself and Your Ideas ,Spring 2018 ,"Muchin, Suzanne" ,KACI-940-0 (70) ,KACI ,Chicago ,Thu 6:00PM - 9:00PM ,5.4 ,5.6 ,5.5 ,5.2 ,4.6 ,5.1 ,2.5 ,52 ,63
Selling Yourself and Your Ideas ,Spring 2018 ,"Wortmann, Craig" ,KACI-940-0 (80) ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,5.4 ,5.6 ,5.5 ,4.9 ,4.3 ,5.2 ,2.3 ,61 ,72
Law and the Corporate Manager ,Spring 2018 ,"Presser, Stephen" ,BLAWX-440-0 (110) ,BLAWX ,Evanston ,TBA  ,5.4 ,5.6 ,5.4 ,5.4 ,5.4 ,5.6 ,2.6 ,16 ,43
Economic Theory II: Advanced Topics in Game Theory ,Spring 2018 ,"Martin, Daniel" ,MECS-550-2 (21) ,MECS ,Evanston ,Tue 1:00PM - 4:00PM ,5.4 ,5.6 ,5.4 ,5.2 ,5.8 ,5.8 ,3.2 ,5 ,7
Advertising Strategy ,Spring 2018 ,"Rucker, Derek" ,MKTG-454-0 (61) ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5.4 ,5.6 ,5.6 ,5.2 ,5.3 ,5.7 ,3.0 ,55 ,63
Strategy Beyond Markets ,Spring 2018 ,"Persico, Nicola" ,KPPIX-441-0 (MW1) ,KPPIX ,Off Campus ,TBA  ,5.4 ,5.4 ,5.6 ,5.6 ,5.6 ,5.7 ,3.4 ,42 ,51
Marketing Strategy ,Spring 2018 ,"Chernev, Alexander" ,MKTGX-466-0 (115) ,MKTGX ,Off Campus ,TBA  ,5.4 ,5.4 ,5.7 ,5.6 ,5.2 ,5.6 ,3.9 ,25 ,57
Managerial Finance II ,Spring 2018 ,"Raviv, Artur" ,FINCX-441-0 (113) ,FINCX ,Off Campus ,TBA  ,5.4 ,5.4 ,5.8 ,5.5 ,4.9 ,5.7 ,2.9 ,17 ,52
Business Strategy ,Spring 2018 ,"Swinkels, Jeroen" ,STRT-431-0 (71) ,STRT ,Chicago ,Mon 6:00PM - 9:00PM ,5.3 ,5.7 ,5.7 ,5.7 ,5.1 ,5.6 ,3.3 ,38 ,40
Retail Analytics and Pricing ,Spring 2018 ,"Gordon, Brett" ,MKTG-462-0 (70) ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,5.3 ,5.6 ,5.6 ,5.8 ,5.2 ,5.4 ,4.3 ,20 ,24
Marketing Management ,Spring 2018 ,"McTigue, Kevin" ,MKTG-430-0 (71) ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,5.3 ,5.6 ,5.6 ,5.2 ,5.3 ,5.7 ,2.6 ,43 ,44
Intellectual Capital Management ,Spring 2018 ,"Conley, James" ,STRT-441-0 (70) ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,5.3 ,5.5 ,5.5 ,5.4 ,5.7 ,5.7 ,3.0 ,26 ,30
The Rookie General Manager ,Spring 2018 ,"White, William" ,OPNS-925-5 (61) ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.3 ,5.5 ,5.4 ,5.1 ,4.7 ,5.4 ,3.3 ,57 ,67
Competitive Strategy and Industrial Structure ,Spring 2018 ,"Salant, Yuval" ,MECN-441-0 (61) ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5.3 ,5.4 ,5.7 ,5.6 ,5.0 ,5.7 ,3.3 ,55 ,61
New Venture Discovery ,Spring 2018 ,"Schonthal, David" ,KIEI-462-0 (80) ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,5.3 ,5.4 ,5.5 ,5.5 ,4.6 ,5.5 ,4.1 ,21 ,29
Leadership and Crisis Management ,Spring 2018 ,"Spenkuch, Jorg" ,KPPI-440-5 (71) ,KPPI ,Chicago ,Non-Standard Meetings ,5.3 ,5.4 ,5.4 ,5.3 ,5.8 ,5.8 ,2.4 ,32 ,43
Customer Analytics ,Spring 2018 ,"McShane, Blake" ,MKTG-482-0 (62) ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.3 ,5.2 ,5.7 ,5.7 ,4.6 ,5.4 ,3.6 ,55 ,62
Customer Analytics ,Spring 2018 ,"McShane, Blake" ,MKTG-482-0 (61) ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,5.3 ,5.0 ,5.7 ,5.7 ,4.7 ,5.4 ,3.6 ,45 ,52
Financial Modeling for Leveraged Buyout Transactions ,Spring 2018 ,"Saraiya, Chirag" ,FINC-940-5 (80) ,FINC ,Evanston ,Tue 3:15PM - 6:15PM ,5.2 ,5.7 ,5.5 ,5.1 ,4.6 ,5.1 ,3.0 ,56 ,61
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (61) ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,5.2 ,5.6 ,5.4 ,5.2 ,5.0 ,5.5 ,2.5 ,66 ,69
Advertising Strategy ,Spring 2018 ,"Pearlman, Mary" ,MKTG-454-0 (70) ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,5.2 ,5.5 ,5.5 ,5.1 ,5.0 ,5.6 ,2.5 ,22 ,23
Ethics and Leadership ,Spring 2018 ,"Waytz, Adam" ,KPPI-460-0 (61) ,KPPI ,Evanston ,Tue 1:30PM - 4:30PM ,5.2 ,5.5 ,5.4 ,5.0 ,5.5 ,5.4 ,2.2 ,49 ,58
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Spring 2018 ,"Achler, Mark" ,KIEI-952-5 (70) ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,5.2 ,5.5 ,5.3 ,4.6 ,4.5 ,5.5 ,1.7 ,39 ,43
Corporate Innovation and New Ventures ,Spring 2018 ,"DeBiase, Dean" ,KIEI-903-0 (30) ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,5.2 ,5.4 ,5.6 ,5.3 ,5.1 ,5.5 ,3.3 ,10 ,29
Capital Markets ,Spring 2018 ,"Braun, Phillip" ,FINC-950-0 (61) ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.2 ,5.4 ,5.6 ,5.4 ,4.6 ,5.2 ,2.7 ,55 ,63
Marketing Strategy for Growth and Defense ,Spring 2018 ,"Calkins, Timothy" ,MKTG-466-0 (62) ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.2 ,5.4 ,5.1 ,5.1 ,4.6 ,5.5 ,3.0 ,42 ,64
Corporate Social Innovation ,Spring 2018 ,"Schuyler, Shannon" ,KPPI-917-5 (80) ,KPPI ,Evanston ,Fri 1:30PM - 4:30PM ,5.2 ,5.4 ,5.1 ,5.3 ,5.4 ,5.6 ,2.2 ,11 ,19
Decision Making and Modeling ,Spring 2018 ,"Al-Najjar, Nabil" ,MECN-451-0 (30) ,MECN ,Chicago ,Tue 6:00PM - 9:00PM ,5.2 ,5.4 ,5.6 ,5.5 ,5.2 ,5.4 ,3.5 ,27 ,27
Corporate Governance ,Spring 2018 ,"Zajac, Edward" ,MORSX-913-A (109) ,MORSX ,Off Campus ,TBA  ,5.2 ,5.4 ,5.2 ,4.9 ,4.9 ,5.4 ,1.4 ,9 ,46
Competitive Strategy and Industrial Structure ,Spring 2018 ,"Salant, Yuval" ,MECN-441-0 (62) ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5.2 ,5.3 ,5.4 ,5.4 ,4.9 ,5.7 ,3.3 ,53 ,58
Marketing Strategy for Growth and Defense ,Spring 2018 ,"Calkins, Timothy" ,MKTG-466-0 (61) ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,5.2 ,5.3 ,5.2 ,5.1 ,4.6 ,5.4 ,3.2 ,39 ,63
Marketing Research and Analytics ,Spring 2018 ,"Dong, Ping" ,MKTG-450-0 (62) ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5.2 ,5.2 ,5.7 ,5.3 ,4.9 ,5.3 ,3.4 ,38 ,47
Ethics & Executive Leadership ,Spring 2018 ,"Austen-Smith, David" ,KPPIX-472-0 (109) ,KPPIX ,Off Campus ,TBA  ,5.2 ,4.7 ,5.3 ,5.0 ,5.3 ,5.3 ,3.0 ,10 ,32
Special Topics in Management and Organizations: Macro ,Spring 2018 ,"King, Brayden" ,MORS-521-2 (21) ,MORS ,Evanston ,Mon 2:00PM - 5:00PM ,5.2 ,4.4 ,5.2 ,5.6 ,3.8 ,5.2 ,4.0 ,5 ,11
Microeconomic Analysis ,Spring 2018 ,"Aaronson, Daniel" ,MECN-430-0 (71) ,MECN ,Chicago ,Tue 6:00PM - 9:00PM ,5.1 ,5.6 ,5.4 ,5.2 ,5.7 ,5.8 ,2.6 ,34 ,48
Business Analytics II ,Spring 2018 ,"Deserranno, Erika" ,DECS-431-0 (71) ,DECS ,Chicago ,Thu 6:00PM - 9:00PM ,5.1 ,5.6 ,5.5 ,5.6 ,5.2 ,5.3 ,3.5 ,49 ,51
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (62) ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.1 ,5.5 ,5.3 ,5.2 ,5.2 ,5.5 ,2.2 ,60 ,69
Marketing Research and Analytics ,Spring 2018 ,"Bockenholt, Ulf" ,MKTG-450-0 (61) ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,5.1 ,5.4 ,5.6 ,5.6 ,4.8 ,5.2 ,3.5 ,14 ,16
Retail Analytics and Pricing ,Spring 2018 ,"Gordon, Brett" ,MKTG-462-0 (80) ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,5.1 ,5.3 ,5.5 ,5.6 ,4.9 ,5.5 ,3.9 ,33 ,42
Economics of Competition ,Spring 2018 ,"Baliga, Sandeep" ,MECNX-441-0 (112) ,MECNX ,Evanston ,TBA  ,5.1 ,5.2 ,5.4 ,5.3 ,5.6 ,5.6 ,4.2 ,30 ,73
Venture Lab ,Spring 2018 ,"Stowell, David" ,FINC-915-0 (80) ,FINC ,Evanston ,Non-Standard Meetings ,5.1 ,5.0 ,4.8 ,5.1 ,4.5 ,4.7 ,5.6 ,18 ,39
Negotiations Fundamentals ,Spring 2018 ,"Stephens, Nicole" ,MORS-472-5 (71) ,MORS ,Chicago ,Wed 6:00PM - 9:00PM ,5.1 ,4.9 ,5.4 ,5.2 ,4.3 ,4.9 ,2.7 ,30 ,34
Sustainability Across The Enterprise ,Spring 2018 ,"Weber, Klaus" ,KPPI-936-0 (81) ,KPPI ,Evanston ,Thu 6:30PM - 9:30PM ,5.1 ,4.8 ,4.7 ,5.5 ,4.9 ,5.1 ,3.6 ,15 ,19
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,5.0 ,5.7 ,5.3 ,5.0 ,5.7 ,5.3 ,2.7 ,6 ,21
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (70) ,STRT ,Chicago ,Wed 6:00PM - 9:00PM ,5.0 ,5.6 ,5.3 ,5.4 ,5.3 ,5.5 ,2.6 ,45 ,54
Board Governance of Non-Profit Organizations ,Spring 2018 ,"Howard, Liz" ,KPPI-455-5 (70) ,KPPI ,Chicago ,Mon 6:00PM - 9:00PM ,5.0 ,5.5 ,5.2 ,4.5 ,4.6 ,5.4 ,2.2 ,20 ,23
Strategies for Growth ,Spring 2018 ,"Mazzeo, Michael" ,STRT-475-5 (80) ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,5.0 ,5.4 ,5.0 ,5.0 ,5.5 ,5.5 ,2.2 ,75 ,97
Analytical Decision Modeling ,Spring 2018 ,"Islegen, Ozge" ,OPNS-450-0 (62) ,OPNS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,5.0 ,5.4 ,5.5 ,5.4 ,4.6 ,5.1 ,3.4 ,14 ,17
Advanced Board Governance ,Spring 2018 ,"Shaw, Sophia" ,KPPI-471-0 (80) ,KPPI ,Evanston ,Non-Standard Meetings ,5.0 ,5.4 ,5.1 ,4.5 ,4.2 ,5.2 ,1.6 ,38 ,49
Marketing Analytics: Leading with Big Data ,Spring 2018 ,"Zettelmeyer, Florian" ,MKTGX-950-0 (110) ,MKTGX ,Off Campus ,TBA  ,5.0 ,5.3 ,5.3 ,5.2 ,5.1 ,5.3 ,4.4 ,25 ,58
Strategy Beyond Markets ,Spring 2018 ,"Minor, Dylan" ,KPPI-441-0 (70) ,KPPI ,Chicago ,Sat 1:30PM - 4:30PM ,5.0 ,5.2 ,5.1 ,5.2 ,5.2 ,5.5 ,2.9 ,24 ,28
Applied Real Estate Finance and Investments ,Spring 2018 ,"Furfine, Craig" ,FINC-455-0 (80) ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,5.0 ,5.2 ,5.6 ,5.8 ,5.1 ,5.4 ,4.6 ,25 ,31
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2018 ,"Hughes, Edward" ,HEMA-453-0 (81) ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,5.0 ,5.1 ,5.0 ,5.0 ,4.7 ,5.4 ,2.7 ,39 ,41
Global Lab ,Spring 2018 ,"Ramesh, Sampath" ,INTL-915-5 (80) ,INTL ,Evanston ,Wed 5:15PM - 6:45PM ,5.0 ,4.8 ,4.6 ,5.2 ,5.8 ,5.1 ,3.5 ,10 ,28
Leader as Coach ,Spring 2018 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5.0 ,4.7 ,5.4 ,4.9 ,4.0 ,4.6 ,3.2 ,27 ,35
Asset Management Practicum I ,Spring 2018 ,"Braun, Phillip" ,FINC-456-0 (80) ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,5.0 ,4.0 ,4.8 ,5.0 ,4.3 ,4.8 ,2.8 ,4 ,7
Operations Management ,Spring 2018 ,"Bassamboo, Achal" ,OPNS-430-0 (61) ,OPNS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4.9 ,5.6 ,5.4 ,5.0 ,5.1 ,5.3 ,2.8 ,51 ,65
Supply Chain Management ,Spring 2018 ,"Bassamboo, Achal" ,OPNS-455-0 (61) ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.9 ,5.5 ,5.3 ,5.2 ,5.4 ,5.5 ,3.0 ,62 ,64
Managerial Accounting ,Spring 2018 ,"Lyle, Matthew" ,ACCT-431-0 (70) ,ACCT ,Chicago ,Mon 6:00PM - 9:00PM ,4.9 ,5.5 ,5.5 ,5.5 ,5.1 ,5.4 ,3.4 ,11 ,14
Leadership and Crisis Management ,Spring 2018 ,"Feddersen, Timothy" ,KPPI-440-5 (76) ,KPPI ,Chicago ,Non-Standard Meetings ,4.9 ,5.4 ,5.2 ,5.0 ,5.4 ,5.7 ,2.7 ,42 ,44
Decision-Making for Sustainable Business ,Spring 2018 ,"Preston, Malcolm" ,KPPI-947-5 (81) ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,4.9 ,5.3 ,5.2 ,4.8 ,5.7 ,5.3 ,2.7 ,35 ,39
Entrepreneurial Finance and Venture Capital ,Spring 2018 ,"Baker, Scott" ,FINC-445-0 (70) ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,4.9 ,5.2 ,5.3 ,5.4 ,4.7 ,5.2 ,3.5 ,19 ,26
Corporate Innovation and New Ventures ,Spring 2018 ,"Earle, Jr., Paul" ,KIEI-903-0 (30) ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4.9 ,5.1 ,5.5 ,5.0 ,4.7 ,5.5 ,3.3 ,10 ,29
Personal Leadership Insights ,Spring 2018 ,"Carroll, Shana" ,KACI-461-5 (60) ,KACI ,Evanston ,Thu 10:30AM - 12:00PM ,4.9 ,5.1 ,4.8 ,4.7 ,4.8 ,4.3 ,1.9 ,12 ,12
Persuasive Presentations ,Spring 2018 ,"Van Camp, Karen" ,KACI-450-0 (81) ,KACI ,Evanston ,Tue 6:30PM - 9:30PM ,4.9 ,5.1 ,5.2 ,5.0 ,4.5 ,4.7 ,2.8 ,24 ,34
Analytical Decision Modeling ,Spring 2018 ,"Islegen, Ozge" ,OPNS-450-0 (61) ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.9 ,5.1 ,5.4 ,5.3 ,4.2 ,4.8 ,3.5 ,47 ,53
Creating & Managing Strategic Alliances ,Spring 2018 ,"Zajac, Edward" ,MORSX-454-0 (MW2) ,MORSX ,Off Campus ,TBA  ,4.9 ,5.1 ,5.2 ,4.9 ,5.1 ,5.2 ,3.5 ,10 ,25
