CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Creativity as a Business Tool ,Spring 2018 ,"Thompson, Leigh" ,MORS-955-5 (81) ,Spring 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,125 ,350 ,40 ,43 ,40 ,Full-Time ,85 ,0
Creativity as a Business Tool ,Spring 2018 ,"Schonthal, David" ,MORS-955-5 (81) ,Spring 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,125 ,350 ,40 ,43 ,40 ,Full-Time ,85 ,0
New Venture Discovery ,Spring 2018 ,"Schonthal, David" ,KIEI-462-0 (80) ,Spring 2018 Bidding Phase I ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,3 ,350 ,3 ,3 ,3 ,Evening ,0 ,0
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Spring 2018 ,"Liberti, Jose Maria" ,FINC-448-0 (80) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,84 ,312 ,37 ,37 ,37 ,Full-Time ,47 ,0
Leader as Coach ,Spring 2018 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,94 ,308 ,35 ,36 ,35 ,Full-Time ,59 ,0
Startup Programming and Management ,Spring 2018 ,"Cohen, Jeffrey" ,KIEI-925-0 (80) ,Spring 2018 Bidding Phase II ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,14 ,303 ,7 ,35 ,7 ,Full-Time ,7 ,0
The Rookie General Manager ,Spring 2018 ,"White, William" ,OPNS-925-5 (62) ,Spring 2018 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,118 ,301 ,70 ,70 ,70 ,Full-Time ,48 ,0
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2018 ,"Hughes, Edward" ,HEMA-453-0 (81) ,Spring 2018 Bidding Phase II ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,11 ,300 ,8 ,48 ,8 ,Full-Time ,3 ,0
Negotiations Fundamentals ,Spring 2018 ,"Finkel, Eli" ,MORS-472-5 (89) ,Spring 2018 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,3 ,272 ,3 ,3 ,3 ,Weekend ,0 ,0
New Venture Discovery ,Spring 2018 ,"Schonthal, David" ,KIEI-462-0 (80) ,Spring 2018 Bidding Phase I ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,28 ,265 ,27 ,27 ,27 ,Full-Time ,1 ,0
Personal Leadership Insights ,Spring 2018 ,"Langewisch, Robert" ,KACI-461-5 (66) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Tue 8:30AM - 10:00AM ,40 ,250 ,12 ,12 ,12 ,Full-Time ,28 ,0
Financial Decisions ,Spring 2018 ,"Fishman, Michael" ,FINC-442-0 (61) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,11 ,249 ,6 ,50 ,6 ,Full-Time ,5 ,0
Strategies for Growth ,Spring 2018 ,"Mazzeo, Michael" ,STRT-475-5 (80) ,Spring 2018 Bidding Phase I ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,171 ,236 ,87 ,88 ,87 ,Full-Time ,84 ,0
Corporate Innovation and New Ventures ,Spring 2018 ,"DeBiase, Dean" ,KIEI-903-0 (30) ,Spring 2018 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,28 ,226 ,25 ,25 ,25 ,Evening ,3 ,0
Corporate Innovation and New Ventures ,Spring 2018 ,"Earle, Jr., Paul" ,KIEI-903-0 (30) ,Spring 2018 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,28 ,226 ,25 ,25 ,25 ,Evening ,3 ,0
Personal Leadership Insights ,Spring 2018 ,"Ellington Booth, Brenda" ,KACI-461-5 (64) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Mon 1:30PM - 3:00PM ,16 ,205 ,12 ,12 ,12 ,Full-Time ,4 ,0
Strategic Brand Management ,Spring 2018 ,"Chernev, Alexander" ,MKTG-473-0 (70) ,Spring 2018 Bidding Phase II ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,200 ,2 ,6 ,2 ,Weekend ,0 ,0
Selling Yourself and Your Ideas ,Spring 2018 ,"Wortmann, Craig" ,KACI-940-0 (80) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,200 ,3 ,3 ,3 ,Weekend ,0 ,0
Managing Organizations for Growth ,Spring 2018 ,"Ocasio, William" ,MORS-946-5 (61) ,Spring 2018 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,54 ,199 ,26 ,65 ,26 ,Full-Time ,28 ,0
Operations Management ,Spring 2018 ,"Braverman, Anton" ,OPNS-430-0 (64) ,Spring 2018 Bidding Phase II ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,38 ,193 ,31 ,65 ,31 ,Full-Time ,7 ,0
Intellectual Property for Entrepreneurs ,Spring 2018 ,"Conley, James" ,KIEI-935-5 (81) ,Spring 2018 Bidding Phase II ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,17 ,159 ,7 ,25 ,7 ,Full-Time ,10 ,0
Operations Management ,Spring 2018 ,"Bassamboo, Achal" ,OPNS-430-0 (61) ,Spring 2018 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,82 ,142 ,65 ,65 ,65 ,Full-Time ,17 ,0
Behavioral Marketing Science ,Spring 2018 ,"Lee, Angela" ,MKTG-959-0 (81) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,20 ,112 ,12 ,25 ,12 ,Full-Time ,8 ,0
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (62) ,Spring 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,88 ,103 ,70 ,70 ,70 ,Full-Time ,18 ,0
Advertising Strategy ,Spring 2018 ,"Rucker, Derek" ,MKTG-454-0 (61) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,122 ,103 ,62 ,65 ,62 ,Full-Time ,60 ,0
Strategic Brand Management ,Spring 2018 ,"Chernev, Alexander" ,MKTG-473-0 (70) ,Spring 2018 Bidding Phase I ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,77 ,101 ,59 ,59 ,59 ,Evening ,18 ,0
Managerial Accounting ,Spring 2018 ,"Lyle, Matthew" ,ACCT-431-0 (61) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,13 ,100 ,7 ,65 ,7 ,Full-Time ,4 ,0
Financial Decisions ,Spring 2018 ,"Fishman, Michael" ,FINC-442-0 (62) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,104 ,91 ,50 ,50 ,50 ,Full-Time ,29 ,0
Finance II ,Spring 2018 ,"Ravina, Enrichetta" ,FINC-431-0 (64) ,Spring 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,17 ,90 ,10 ,50 ,10 ,Full-Time ,5 ,0
Financial Modeling for Leveraged Buyout Transactions ,Spring 2018 ,"Saraiya, Chirag" ,FINC-940-5 (80) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Tue 3:15PM - 6:15PM ,93 ,57 ,59 ,59 ,59 ,Full-Time ,16 ,0
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (62) ,Spring 2018 Bidding Phase II ,KACI ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,54 ,53 ,37 ,65 ,37 ,Full-Time ,17 ,0
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (61) ,Spring 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,90 ,51 ,67 ,70 ,67 ,Full-Time ,23 ,0
Supply Chain Management ,Spring 2018 ,"Bassamboo, Achal" ,OPNS-455-0 (61) ,Spring 2018 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,85 ,48 ,68 ,70 ,68 ,Full-Time ,17 ,0
Personal Leadership Insights ,Spring 2018 ,"Vuckovic, Brooke" ,KACI-461-5 (62) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,20 ,34 ,12 ,12 ,12 ,Full-Time ,8 ,0
Strategy and Execution for a Successful Healthcare Delivery System ,Spring 2018 ,"Weinstein, James" ,HEMA-935-5 (81) ,Spring 2018 Bidding Phase II ,HEMA ,Evanston ,Mon 6:30PM - 9:30PM ,30 ,25 ,19 ,55 ,19 ,Full-Time ,11 ,0
Strategies for Growth ,Spring 2018 ,"Mazzeo, Michael" ,STRT-475-5 (80) ,Spring 2018 Bidding Phase II ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,3 ,25 ,3 ,8 ,3 ,Weekend ,0 ,0
Finance II ,Spring 2018 ,"Mezzanotti, Filippo" ,FINC-431-0 (62) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,82 ,21 ,50 ,50 ,50 ,Full-Time ,30 ,0
Capital Markets ,Spring 2018 ,"Braun, Phillip" ,FINC-950-0 (61) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,92 ,20 ,64 ,65 ,64 ,Full-Time ,28 ,0
Marketing Strategy for Growth and Defense ,Spring 2018 ,"Hennessy, Julie" ,MKTG-466-0 (80) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,7 ,20 ,6 ,7 ,6 ,Evening ,1 ,0
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,81 ,11 ,56 ,57 ,56 ,Full-Time ,25 ,0
Customer Analytics ,Spring 2018 ,"McShane, Blake" ,MKTG-482-0 (62) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,91 ,11 ,64 ,65 ,64 ,Full-Time ,12 ,0
Leading the Strategic Change Process ,Spring 2018 ,"Chown, Jillian" ,MORS-452-0 (61) ,Spring 2018 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,45 ,11 ,30 ,65 ,30 ,Full-Time ,15 ,0
"Consumers, Culture, and Leadership" ,Spring 2018 ,"Carpenter, Gregory" ,MKTG-918-5 (80) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,37 ,11 ,28 ,55 ,28 ,Full-Time ,9 ,0
Leading the Strategic Change Process ,Spring 2018 ,"Chown, Jillian" ,MORS-452-0 (62) ,Spring 2018 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,92 ,8 ,64 ,65 ,64 ,Full-Time ,11 ,0
Decision-Making for Sustainable Business ,Spring 2018 ,"Preston, Malcolm" ,KPPI-947-5 (81) ,Spring 2018 Bidding Phase II ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,28 ,7 ,23 ,55 ,23 ,Full-Time ,5 ,0
Competitive Strategy and Industrial Structure ,Spring 2018 ,"Salant, Yuval" ,MECN-441-0 (61) ,Spring 2018 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,110 ,7 ,64 ,65 ,64 ,Full-Time ,28 ,0
Early Stage Impact Investing ,Spring 2018 ,"Seitz, Tasha" ,KPPI-940-0 (81) ,Spring 2018 Bidding Phase I ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,44 ,5 ,35 ,35 ,35 ,Full-Time ,9 ,0
Negotiations Fundamentals ,Spring 2018 ,"Cohn, Lynn" ,MORS-472-5 (70) ,Spring 2018 Bidding Phase I ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,4 ,5 ,4 ,4 ,4 ,Weekend ,0 ,0
"Consumers, Culture, and Leadership" ,Spring 2018 ,"Carpenter, Gregory" ,MKTG-918-5 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,4 ,5 ,4 ,4 ,4 ,Evening ,0 ,0
Entrepreneurial Finance and Venture Capital ,Spring 2018 ,"Baker, Scott" ,FINC-445-0 (80) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,60 ,4 ,44 ,44 ,44 ,Full-Time ,12 ,0
Ethics and Leadership ,Spring 2018 ,"Waytz, Adam" ,KPPI-460-0 (61) ,Spring 2018 Bidding Phase I ,KPPI ,Evanston ,Tue 1:30PM - 4:30PM ,88 ,3 ,62 ,65 ,62 ,Full-Time ,26 ,0
Behavioral Marketing Science ,Spring 2018 ,"Lee, Angela" ,MKTG-959-0 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,34 ,3 ,25 ,25 ,25 ,Full-Time ,6 ,0
Corporate Social Innovation ,Spring 2018 ,"Schuyler, Shannon" ,KPPI-917-5 (80) ,Spring 2018 Bidding Phase II ,KPPI ,Evanston ,Fri 1:30PM - 4:30PM ,14 ,3 ,12 ,40 ,12 ,Full-Time ,2 ,0
Accounting For Decision Making ,Spring 2018 ,"Soffer, Robin" ,ACCT-430-0 (71H) ,Spring 2018 Bidding Phase I ,ACCT ,Chicago ,Wed 6:00PM - 9:00PM ,33 ,1 ,30 ,30 ,30 ,Evening ,3 ,0
"Power In Organizations: Sources, Strategies and Skills" ,Spring 2018 ,"Weber, Klaus" ,MORS-453-0 (61) ,Spring 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,65 ,1 ,64 ,65 ,64 ,Full-Time ,1 ,0
Technology Marketing ,Spring 2018 ,"Sawhney, Mohanbir" ,MKTG-468-0 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,63 ,1 ,55 ,58 ,55 ,Full-Time ,8 ,0
New Venture Discovery ,Spring 2018 ,"Vehovsky, Gabe" ,KIEI-462-0 (81) ,Spring 2018 Bidding Phase I ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,32 ,1 ,29 ,29 ,29 ,Full-Time ,3 ,0
Value Investing ,Spring 2018 ,"Jagannathan, Ravi" ,FINC-444-0 (61) ,Spring 2018 Bidding Phase I ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,70 ,1 ,49 ,50 ,49 ,Full-Time ,21 ,0
Strategic Brand Management ,Spring 2018 ,"Chernev, Alexander" ,MKTG-473-0 (61) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,64 ,1 ,62 ,65 ,62 ,Full-Time ,2 ,0
Digital Marketing Analytics ,Spring 2018 ,"Cutler, Jennifer" ,MKTG-955-0 (89) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,62 ,1 ,55 ,57 ,55 ,Full-Time ,3 ,0
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (61) ,Spring 2018 Bidding Phase I ,KACI ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,64 ,1 ,62 ,65 ,62 ,Full-Time ,1 ,0
Pricing Strategies ,Spring 2018 ,"Dale, Donald" ,MECN-446-0 (61) ,Spring 2018 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,73 ,1 ,63 ,65 ,63 ,Full-Time ,10 ,0
Social Dynamics and Network Analytics ,Spring 2018 ,"Youn, Hyejin" ,MORS-457-0 (61) ,Spring 2018 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,32 ,1 ,30 ,65 ,30 ,Full-Time ,2 ,0
Advertising Strategy ,Spring 2018 ,"Rucker, Derek" ,MKTG-454-0 (62) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,64 ,1 ,62 ,65 ,62 ,Full-Time ,2 ,0
Technology in the Age of Analytics ,Spring 2018 ,"Katakam, Raghu" ,KMCI-930-5 (61) ,Spring 2018 Bidding Phase I ,KMCI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,63 ,1 ,49 ,50 ,49 ,Full-Time ,14 ,0
Marketing Research and Analytics ,Spring 2018 ,"Dong, Ping" ,MKTG-450-0 (62) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,52 ,1 ,50 ,50 ,50 ,Full-Time ,2 ,0
Operations Management ,Spring 2018 ,"Braverman, Anton" ,OPNS-430-0 (63) ,Spring 2018 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,75 ,1 ,65 ,65 ,65 ,Full-Time ,7 ,0
Regulation of Competitive Strategies ,Spring 2018 ,"McCareins, Mark" ,BLAW-437-0 (80) ,Spring 2018 Bidding Phase I ,BLAW ,Evanston ,Mon 6:30PM - 9:30PM ,63 ,1 ,57 ,59 ,57 ,Full-Time ,6 ,0
Global Financial Management and Reporting ,Spring 2018 ,"Finn, Mark" ,ACCT-457-5 (81) ,Spring 2018 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,32 ,0 ,55 ,55 ,32 ,Full-Time ,0 ,23
Global Financial Management and Reporting ,Spring 2018 ,"Finn, Mark" ,ACCT-457-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,15 ,0 ,24 ,55 ,15 ,Full-Time ,0 ,9
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,Spring 2018 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,12 ,0 ,55 ,55 ,12 ,Full-Time ,0 ,43
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,4 ,0 ,43 ,55 ,4 ,Full-Time ,0 ,39
Global Financial Management and Reporting ,Spring 2018 ,"Finn, Mark" ,ACCT-457-5 (81) ,Spring 2018 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,3 ,0 ,10 ,10 ,3 ,Evening ,0 ,7
Global Financial Management and Reporting ,Spring 2018 ,"Finn, Mark" ,ACCT-457-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,7 ,10 ,0 ,Evening ,0 ,7
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,Spring 2018 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,3 ,0 ,10 ,10 ,3 ,Evening ,0 ,7
Sustainability Reporting and Analysis ,Spring 2018 ,"Finn, Mark" ,ACCT-459-5 (81) ,Spring 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,7 ,10 ,0 ,Evening ,0 ,7
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2018 ,"Hughes, Edward" ,HEMA-453-0 (81) ,Spring 2018 Bidding Phase I ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,3 ,0 ,7 ,7 ,3 ,Evening ,0 ,4
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2018 ,"Hughes, Edward" ,HEMA-453-0 (81) ,Spring 2018 Bidding Phase II ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,4 ,7 ,0 ,Evening ,0 ,4
Decision-Making for Sustainable Business ,Spring 2018 ,"Preston, Malcolm" ,KPPI-947-5 (81) ,Spring 2018 Bidding Phase I ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,30 ,0 ,53 ,55 ,30 ,Full-Time ,0 ,23
Decision-Making for Sustainable Business ,Spring 2018 ,"Preston, Malcolm" ,KPPI-947-5 (81) ,Spring 2018 Bidding Phase I ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,5 ,0 ,10 ,10 ,5 ,Evening ,0 ,5
Decision-Making for Sustainable Business ,Spring 2018 ,"Preston, Malcolm" ,KPPI-947-5 (81) ,Spring 2018 Bidding Phase II ,KPPI ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,5 ,10 ,0 ,Evening ,0 ,5
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,2 ,0 ,6 ,6 ,2 ,Evening ,0 ,4
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,4 ,6 ,0 ,Evening ,0 ,4
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Spring 2018 ,"Hughes, Edward" ,HEMA-453-0 (81) ,Spring 2018 Bidding Phase I ,HEMA ,Evanston ,Wed 6:30PM - 9:30PM ,41 ,0 ,48 ,48 ,41 ,Full-Time ,0 ,7
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,0 ,57 ,0 ,Full-Time ,0 ,0
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase I ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,0 ,0 ,2 ,2 ,0 ,Weekend ,0 ,2
Business-to-Business (B2B) Marketing ,Spring 2018 ,"Berggren, Eric" ,MKTG-453-0 (80) ,Spring 2018 Bidding Phase II ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,1 ,0 ,2 ,2 ,1 ,Weekend ,0 ,1
Supply Chain Management ,Spring 2018 ,"Lu, Xiaoyuan" ,OPNS-455-0 (70) ,Spring 2018 Bidding Phase I ,OPNS ,Chicago ,Wed 6:00PM - 9:00PM ,11 ,0 ,57 ,57 ,11 ,Evening ,0 ,46
Supply Chain Management ,Spring 2018 ,"Lu, Xiaoyuan" ,OPNS-455-0 (70) ,Spring 2018 Bidding Phase II ,OPNS ,Chicago ,Wed 6:00PM - 9:00PM ,1 ,0 ,47 ,57 ,1 ,Evening ,0 ,46
Negotiations Fundamentals ,Spring 2018 ,"Stephens, Nicole" ,MORS-472-5 (71) ,Spring 2018 Bidding Phase I ,MORS ,Chicago ,Wed 6:00PM - 9:00PM ,28 ,0 ,36 ,36 ,28 ,Evening ,0 ,8
Negotiations Fundamentals ,Spring 2018 ,"Stephens, Nicole" ,MORS-472-5 (71) ,Spring 2018 Bidding Phase II ,MORS ,Chicago ,Wed 6:00PM - 9:00PM ,3 ,0 ,10 ,36 ,3 ,Evening ,0 ,7
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (70) ,Spring 2018 Bidding Phase I ,STRT ,Chicago ,Wed 6:00PM - 9:00PM ,3 ,0 ,8 ,8 ,3 ,Weekend ,0 ,5
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (70) ,Spring 2018 Bidding Phase II ,STRT ,Chicago ,Wed 6:00PM - 9:00PM ,1 ,0 ,6 ,8 ,1 ,Weekend ,0 ,5
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (70) ,Spring 2018 Bidding Phase I ,STRT ,Chicago ,Wed 6:00PM - 9:00PM ,51 ,0 ,57 ,57 ,51 ,Evening ,0 ,6
Strategy and Organization ,Spring 2018 ,"Matouschek, Niko" ,STRT-452-0 (70) ,Spring 2018 Bidding Phase II ,STRT ,Chicago ,Wed 6:00PM - 9:00PM ,4 ,0 ,14 ,57 ,4 ,Evening ,0 ,10
Supply Chain Management ,Spring 2018 ,"Lu, Xiaoyuan" ,OPNS-455-0 (70) ,Spring 2018 Bidding Phase I ,OPNS ,Chicago ,Wed 6:00PM - 9:00PM ,0 ,0 ,8 ,8 ,0 ,Weekend ,0 ,8
Supply Chain Management ,Spring 2018 ,"Lu, Xiaoyuan" ,OPNS-455-0 (70) ,Spring 2018 Bidding Phase II ,OPNS ,Chicago ,Wed 6:00PM - 9:00PM ,0 ,0 ,8 ,8 ,0 ,Weekend ,0 ,8
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (70) ,Spring 2018 Bidding Phase I ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,21 ,0 ,55 ,55 ,21 ,Evening ,0 ,34
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (70) ,Spring 2018 Bidding Phase II ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,4 ,0 ,34 ,55 ,4 ,Evening ,0 ,30
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (70) ,Spring 2018 Bidding Phase I ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,2 ,0 ,10 ,10 ,2 ,Weekend ,0 ,8
Human and Machine Intelligence ,Spring 2018 ,"Pah, Adam" ,KACI-950-5 (70) ,Spring 2018 Bidding Phase II ,KACI ,Chicago ,Wed 6:00PM - 9:00PM ,1 ,0 ,10 ,10 ,1 ,Weekend ,0 ,9
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Spring 2018 ,"Achler, Mark" ,KIEI-952-5 (70) ,Spring 2018 Bidding Phase I ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,24 ,0 ,55 ,55 ,24 ,Evening ,0 ,31
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Spring 2018 ,"Achler, Mark" ,KIEI-952-5 (70) ,Spring 2018 Bidding Phase II ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,3 ,0 ,34 ,55 ,3 ,Evening ,0 ,31
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Spring 2018 ,"Achler, Mark" ,KIEI-952-5 (70) ,Spring 2018 Bidding Phase I ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,1 ,0 ,10 ,10 ,1 ,Weekend ,0 ,9
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Spring 2018 ,"Achler, Mark" ,KIEI-952-5 (70) ,Spring 2018 Bidding Phase II ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,2 ,0 ,9 ,10 ,2 ,Weekend ,0 ,7
Entrepreneurial Finance and Venture Capital ,Spring 2018 ,"Baker, Scott" ,FINC-445-0 (70) ,Spring 2018 Bidding Phase I ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,2 ,0 ,7 ,7 ,2 ,Weekend ,0 ,5
Entrepreneurial Finance and Venture Capital ,Spring 2018 ,"Baker, Scott" ,FINC-445-0 (70) ,Spring 2018 Bidding Phase II ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,0 ,0 ,5 ,7 ,0 ,Weekend ,0 ,5
